Tweet URL,Sr. no,Username,Polygon Wallet Address,Note,TransactionURL,TxHash,Address exists on Polygon
,45,https://twitter.com/saila_20,0x1A8537b57E8A06Bc38D5eD73358B8fCD0e99007D,,https://polygonscan.com/tx/0xe15767a351ffde51f22b9023bc1b5a29fa2906a4b5e7ee153e51f38e07748693,0xe15767a351ffde51f22b9023bc1b5a29fa2906a4b5e7ee153e51f38e07748693,true
,46,https://twitter.com/TuyulAlbino2,0x5dB40476FAD2d1aa9faf76bD81d8BF27247A67Ea,,https://polygonscan.com/tx/0xe15767a351ffde51f22b9023bc1b5a29fa2906a4b5e7ee153e51f38e07748693,0xe15767a351ffde51f22b9023bc1b5a29fa2906a4b5e7ee153e51f38e07748693,true
,47,https://twitter.com/Pixeliioo,0x52675C04Efa84062076b754d6acABbeCa6C5FF1B,,https://polygonscan.com/tx/0xe15767a351ffde51f22b9023bc1b5a29fa2906a4b5e7ee153e51f38e07748693,0xe15767a351ffde51f22b9023bc1b5a29fa2906a4b5e7ee153e51f38e07748693,true
,48,https://twitter.com/umamtanjiro,0x2B59bb1217beBaD0D27D38d6B4f2d5aB8B375382,,https://polygonscan.com/tx/0xe15767a351ffde51f22b9023bc1b5a29fa2906a4b5e7ee153e51f38e07748693,0xe15767a351ffde51f22b9023bc1b5a29fa2906a4b5e7ee153e51f38e07748693,true
,49,https://twitter.com/rioramadan346,0xF87869120b4deF58BC0Ec687054c46280584427a,,https://polygonscan.com/tx/0xe15767a351ffde51f22b9023bc1b5a29fa2906a4b5e7ee153e51f38e07748693,0xe15767a351ffde51f22b9023bc1b5a29fa2906a4b5e7ee153e51f38e07748693,true
,50,https://twitter.com/airdroppemula18,0x0250d876285C2F853E96882Ea42bef54F6A52114,,https://polygonscan.com/tx/0xe15767a351ffde51f22b9023bc1b5a29fa2906a4b5e7ee153e51f38e07748693,0xe15767a351ffde51f22b9023bc1b5a29fa2906a4b5e7ee153e51f38e07748693,true
,51,https://twitter.com/Todorookie11,0x837D2eb1Dad2B07739fe93A68fFb535a5dC28461,,https://polygonscan.com/tx/0xe15767a351ffde51f22b9023bc1b5a29fa2906a4b5e7ee153e51f38e07748693,0xe15767a351ffde51f22b9023bc1b5a29fa2906a4b5e7ee153e51f38e07748693,true
,52,https://twitter.com/BinaneF,0x04761D87EFfEb85EFcb5B256dE36bf9Dd36F98b6,,https://polygonscan.com/tx/0xe15767a351ffde51f22b9023bc1b5a29fa2906a4b5e7ee153e51f38e07748693,0xe15767a351ffde51f22b9023bc1b5a29fa2906a4b5e7ee153e51f38e07748693,true
,53,https://twitter.com/alfatmaghribi2,0x8b920741d1d0d019fC093e8d9f2392636639FB31,,https://polygonscan.com/tx/0xe15767a351ffde51f22b9023bc1b5a29fa2906a4b5e7ee153e51f38e07748693,0xe15767a351ffde51f22b9023bc1b5a29fa2906a4b5e7ee153e51f38e07748693,true
,54,https://twitter.com/LisaKin78,0xd2367b953Ded9DA32F7b3Af13978743e60754340,,https://polygonscan.com/tx/0xe15767a351ffde51f22b9023bc1b5a29fa2906a4b5e7ee153e51f38e07748693,0xe15767a351ffde51f22b9023bc1b5a29fa2906a4b5e7ee153e51f38e07748693,true
,55,https://twitter.com/KezoAslan,0x1B51f11461b5DDc5422eabb33d3418D841402ED8,,https://polygonscan.com/tx/0xe15767a351ffde51f22b9023bc1b5a29fa2906a4b5e7ee153e51f38e07748693,0xe15767a351ffde51f22b9023bc1b5a29fa2906a4b5e7ee153e51f38e07748693,true
,56,https://twitter.com/ronalagustian86,0x0Fb62552AcA4A1A637e63B8C7567E689B8325F26,,https://polygonscan.com/tx/0xe15767a351ffde51f22b9023bc1b5a29fa2906a4b5e7ee153e51f38e07748693,0xe15767a351ffde51f22b9023bc1b5a29fa2906a4b5e7ee153e51f38e07748693,true
,57,https://twitter.com/orenk806,0x7317235a0B109da6fD094889b6C5E22a73eA7053,,https://polygonscan.com/tx/0xe15767a351ffde51f22b9023bc1b5a29fa2906a4b5e7ee153e51f38e07748693,0xe15767a351ffde51f22b9023bc1b5a29fa2906a4b5e7ee153e51f38e07748693,true
,58,https://twitter.com/DGwyn18,0x0d360B6951fABe4FEF3CE34fbf59FE4f8c1bEF4E,,https://polygonscan.com/tx/0xe15767a351ffde51f22b9023bc1b5a29fa2906a4b5e7ee153e51f38e07748693,0xe15767a351ffde51f22b9023bc1b5a29fa2906a4b5e7ee153e51f38e07748693,true
,59,https://twitter.com/aldibarak01,0xbb696177C7e94De6Ec034E5cb780574416442487,,https://polygonscan.com/tx/0xe15767a351ffde51f22b9023bc1b5a29fa2906a4b5e7ee153e51f38e07748693,0xe15767a351ffde51f22b9023bc1b5a29fa2906a4b5e7ee153e51f38e07748693,true
,60,https://twitter.com/DediTriyanto06,0xd92e5473FCD2e14Db8D52c39E07d434B8bB6D8c2,,https://polygonscan.com/tx/0xe15767a351ffde51f22b9023bc1b5a29fa2906a4b5e7ee153e51f38e07748693,0xe15767a351ffde51f22b9023bc1b5a29fa2906a4b5e7ee153e51f38e07748693,true
,61,https://twitter.com/KD_Huy,0x26ecA31d972be5Eb7676c61D372f9F2d0575b66C,,https://polygonscan.com/tx/0xe15767a351ffde51f22b9023bc1b5a29fa2906a4b5e7ee153e51f38e07748693,0xe15767a351ffde51f22b9023bc1b5a29fa2906a4b5e7ee153e51f38e07748693,true
,62,https://twitter.com/aryautfi,0x6BDE94a3ccfB8d19697937308B8a45039E64D9eF,,https://polygonscan.com/tx/0xe15767a351ffde51f22b9023bc1b5a29fa2906a4b5e7ee153e51f38e07748693,0xe15767a351ffde51f22b9023bc1b5a29fa2906a4b5e7ee153e51f38e07748693,true
,63,https://twitter.com/Suara26,0x6Dd9D1e0acE2bc5802e13D1BCCA2016C8161f219,,https://polygonscan.com/tx/0xe15767a351ffde51f22b9023bc1b5a29fa2906a4b5e7ee153e51f38e07748693,0xe15767a351ffde51f22b9023bc1b5a29fa2906a4b5e7ee153e51f38e07748693,true
,64,https://twitter.com/belachrsma06,0x98ea8Fc775214635b0aCcF3B9f5Bd32Ec88Eb8b5,,https://polygonscan.com/tx/0xe15767a351ffde51f22b9023bc1b5a29fa2906a4b5e7ee153e51f38e07748693,0xe15767a351ffde51f22b9023bc1b5a29fa2906a4b5e7ee153e51f38e07748693,true
,65,https://twitter.com/asukakawazuu,0x00FcD69431A0F746Ee3eCf1Fd026EDE9D6DA6Bc3,,https://polygonscan.com/tx/0xe15767a351ffde51f22b9023bc1b5a29fa2906a4b5e7ee153e51f38e07748693,0xe15767a351ffde51f22b9023bc1b5a29fa2906a4b5e7ee153e51f38e07748693,true
,66,https://twitter.com/isanmarks,0x4caB8f9E4323d1017B6fE9F292D8cEc472D368d6,,https://polygonscan.com/tx/0xe15767a351ffde51f22b9023bc1b5a29fa2906a4b5e7ee153e51f38e07748693,0xe15767a351ffde51f22b9023bc1b5a29fa2906a4b5e7ee153e51f38e07748693,true
,67,https://twitter.com/vlashyumic,0x4ff8888cC2809FF952Fd236904Ee58295deF6224,,https://polygonscan.com/tx/0xe15767a351ffde51f22b9023bc1b5a29fa2906a4b5e7ee153e51f38e07748693,0xe15767a351ffde51f22b9023bc1b5a29fa2906a4b5e7ee153e51f38e07748693,true
,68,https://twitter.com/alungtbh,0x4F97A3aa19d2a274a96D67B8777F72cc526F3f4c,,https://polygonscan.com/tx/0xe15767a351ffde51f22b9023bc1b5a29fa2906a4b5e7ee153e51f38e07748693,0xe15767a351ffde51f22b9023bc1b5a29fa2906a4b5e7ee153e51f38e07748693,true
,69,https://twitter.com/TahuGej89594566,0xc35E6c220F1a1802A995C0929a92b61E5beeBcAE,,https://polygonscan.com/tx/0xe15767a351ffde51f22b9023bc1b5a29fa2906a4b5e7ee153e51f38e07748693,0xe15767a351ffde51f22b9023bc1b5a29fa2906a4b5e7ee153e51f38e07748693,true
,70,https://twitter.com/adambinsmith,0xDe1D56c3Dc487A4e004293CD5912f455Ba64CE44,,https://polygonscan.com/tx/0xe15767a351ffde51f22b9023bc1b5a29fa2906a4b5e7ee153e51f38e07748693,0xe15767a351ffde51f22b9023bc1b5a29fa2906a4b5e7ee153e51f38e07748693,true
,71,https://twitter.com/EwokJajang,0x3657fa84571F0a37942F63b7F8eB35A02f0fdB83,,https://polygonscan.com/tx/0xe15767a351ffde51f22b9023bc1b5a29fa2906a4b5e7ee153e51f38e07748693,0xe15767a351ffde51f22b9023bc1b5a29fa2906a4b5e7ee153e51f38e07748693,true
,72,https://twitter.com/dlgmbk,0xDCF9225b0aFa7144dEe78B07028CAe0E89deA49a,,https://polygonscan.com/tx/0xe15767a351ffde51f22b9023bc1b5a29fa2906a4b5e7ee153e51f38e07748693,0xe15767a351ffde51f22b9023bc1b5a29fa2906a4b5e7ee153e51f38e07748693,true
,73,https://twitter.com/TBSquad1,0x31E0D5ac8094e60443e41Ed1F4bCc5014E01Ed1E,,https://polygonscan.com/tx/0xe15767a351ffde51f22b9023bc1b5a29fa2906a4b5e7ee153e51f38e07748693,0xe15767a351ffde51f22b9023bc1b5a29fa2906a4b5e7ee153e51f38e07748693,true
,74,https://twitter.com/cintaku487,0x4b6b4fD3ca97bB6A60763fdaa5Be93f4A6965c2A,,https://polygonscan.com/tx/0xe15767a351ffde51f22b9023bc1b5a29fa2906a4b5e7ee153e51f38e07748693,0xe15767a351ffde51f22b9023bc1b5a29fa2906a4b5e7ee153e51f38e07748693,true
,75,https://twitter.com/tonalaconic028,0x2697c50BD5D03F4752BdDA7e454A4818A5beD1Ec,,https://polygonscan.com/tx/0xe15767a351ffde51f22b9023bc1b5a29fa2906a4b5e7ee153e51f38e07748693,0xe15767a351ffde51f22b9023bc1b5a29fa2906a4b5e7ee153e51f38e07748693,true
,76,https://twitter.com/HapeAnyar11,0x2d54a6128fB018c8ceCa8828FCF2dF2D674bA96b,,https://polygonscan.com/tx/0xe15767a351ffde51f22b9023bc1b5a29fa2906a4b5e7ee153e51f38e07748693,0xe15767a351ffde51f22b9023bc1b5a29fa2906a4b5e7ee153e51f38e07748693,true
,77,https://twitter.com/farhanoglu,0x98695871A0918156b18a4E38a8B4C57E5F538f70,,https://polygonscan.com/tx/0xe15767a351ffde51f22b9023bc1b5a29fa2906a4b5e7ee153e51f38e07748693,0xe15767a351ffde51f22b9023bc1b5a29fa2906a4b5e7ee153e51f38e07748693,true
,78,https://twitter.com/farisnur69,0x4F1a78e60F4c7F30ed6364742a88F4f8c2e2D68B,,https://polygonscan.com/tx/0xe15767a351ffde51f22b9023bc1b5a29fa2906a4b5e7ee153e51f38e07748693,0xe15767a351ffde51f22b9023bc1b5a29fa2906a4b5e7ee153e51f38e07748693,true
,79,https://twitter.com/ohex00,0x5AEbf6f6E5b9418795E724b6FE83C1eD71c0A28a,,https://polygonscan.com/tx/0xe15767a351ffde51f22b9023bc1b5a29fa2906a4b5e7ee153e51f38e07748693,0xe15767a351ffde51f22b9023bc1b5a29fa2906a4b5e7ee153e51f38e07748693,true
,80,https://twitter.com/Faaizin_GP_97,0x0007f506F29284eCe3a693C41871485f10e6382F,,https://polygonscan.com/tx/0xe15767a351ffde51f22b9023bc1b5a29fa2906a4b5e7ee153e51f38e07748693,0xe15767a351ffde51f22b9023bc1b5a29fa2906a4b5e7ee153e51f38e07748693,true
,81,https://twitter.com/Rayman71677,0x084DBe6918e69a25BC1471fcBA03392ba77D7903,,https://polygonscan.com/tx/0xe15767a351ffde51f22b9023bc1b5a29fa2906a4b5e7ee153e51f38e07748693,0xe15767a351ffde51f22b9023bc1b5a29fa2906a4b5e7ee153e51f38e07748693,true
,82,https://twitter.com/arifhuf,0x8325e59EA5dBA408109d54d9C443e7984118ea5d,,https://polygonscan.com/tx/0xe15767a351ffde51f22b9023bc1b5a29fa2906a4b5e7ee153e51f38e07748693,0xe15767a351ffde51f22b9023bc1b5a29fa2906a4b5e7ee153e51f38e07748693,true
,83,https://twitter.com/LauraAndreu889,0x0a3Af60c1CC05737447B5471824b38679F06b4A3,,https://polygonscan.com/tx/0xe15767a351ffde51f22b9023bc1b5a29fa2906a4b5e7ee153e51f38e07748693,0xe15767a351ffde51f22b9023bc1b5a29fa2906a4b5e7ee153e51f38e07748693,true
,84,https://twitter.com/PegasusTrash,0x53CE838d63763Cf6272B22EbB8C56feff775d983,,https://polygonscan.com/tx/0xe15767a351ffde51f22b9023bc1b5a29fa2906a4b5e7ee153e51f38e07748693,0xe15767a351ffde51f22b9023bc1b5a29fa2906a4b5e7ee153e51f38e07748693,true
,85,https://twitter.com/WawanWnn,0x7c872fF85cF377741a52dB0Eb5cbEF369b3712d7,,https://polygonscan.com/tx/0xe15767a351ffde51f22b9023bc1b5a29fa2906a4b5e7ee153e51f38e07748693,0xe15767a351ffde51f22b9023bc1b5a29fa2906a4b5e7ee153e51f38e07748693,true
,86,https://twitter.com/win_maneh,0xFE334B9d850C671144A5F6ac2562e5b03ab25273,,https://polygonscan.com/tx/0xe15767a351ffde51f22b9023bc1b5a29fa2906a4b5e7ee153e51f38e07748693,0xe15767a351ffde51f22b9023bc1b5a29fa2906a4b5e7ee153e51f38e07748693,true
,87,https://twitter.com/Ayu49017452,0x8907fe46b409BaFCDA2DDcb7aBF281C2889990Bc,,https://polygonscan.com/tx/0xe15767a351ffde51f22b9023bc1b5a29fa2906a4b5e7ee153e51f38e07748693,0xe15767a351ffde51f22b9023bc1b5a29fa2906a4b5e7ee153e51f38e07748693,true
,88,https://twitter.com/roohenk8,0xA893dc5C6E20F0762138614cf45ecb2D4C673f9f,,https://polygonscan.com/tx/0xe15767a351ffde51f22b9023bc1b5a29fa2906a4b5e7ee153e51f38e07748693,0xe15767a351ffde51f22b9023bc1b5a29fa2906a4b5e7ee153e51f38e07748693,true
,89,https://twitter.com/IlhamNursidik5,0x715eB0df22506adE8d5DD5D89fF9caFFbE3Ec75D,,https://polygonscan.com/tx/0xe15767a351ffde51f22b9023bc1b5a29fa2906a4b5e7ee153e51f38e07748693,0xe15767a351ffde51f22b9023bc1b5a29fa2906a4b5e7ee153e51f38e07748693,true
